Tipo,Numero,Data,Nivel,Ementa
Portaria ARSAE,"243,00",20/07/2021,Estadual,Autoriza a instauração de Processo Administrativo para a apuração de valores cobrados indevidamente pela Copasa no Município de Resplendor.
Resolução Conjunta SEMAD/FEAM,"242,00",21/07/2021,Estadual,Institui Força-Tarefa para apoio e análise de processos de licenciamento ambiental
Portaria IEF,3.086,22/07/2021,Estadual,Delega ao titular do cargo de Gerente de Prevenção e Combate a Incêndios Florestais e ao titular do cargo de Diretor de Unidades de Conservação a competência para assinatura dos contratos temporários com a Administração Pública Estadual oriundos do Edital IEF nº 001/2021 e demais atos pertinentes.
Portaria IGAM,"44,00",09/07/2021,Estadual,"Altera a Portaria Igam n° 03, de 16 de janeiro de 2020, que delega competência para a prática de atos relacionados à execução orçamentária, financeira e contábil no âmbito do IGAM, e dá outras providências."
Decreto Estadual,"49,00",22/07/2021,Estadual,"Dispõe sobre a aplicação da Lei Federal nº 13.709, de 14 de agosto de 2018, Lei Geral de Proteção de Dados Pessoais – LGPD, no âmbito da Administração Pública direta e indireta do Poder Executivo."
Portaria IGAM,48.237,23/07/2021,Estadual,"Constitui equipe de pregoeiros e equipe de apoio para atuarem nos processos de licitação na modalidade pregão, no âmbito do IGAM, e dá outras providências."
Portaria IGAM,"56,00",23/07/2021,Estadual,"Altera a Portaria Igam nº 36, de 20 de julho de 2020 que designou servidores responsáveis pela manutenção da regularidade fiscal, econômico-financeira e administrativa do Instituto Mineiro de Gestão das Águas junto à Receita Federal do Brasil."
Portaria IGAM,"54,00",23/07/2021,Estadual,"Constitui Comissão Permanente de Licitação para julgamento dos procedimentos administrativos licitatórios no âmbito do IGAM, e dá outras providências."
Portaria IEF,"55,00",23/07/2021,Estadual,"Dispõe sobre a composição do Conselho Consultivo do Parque Estadual da Serra do Papagaio, para o biênio 2021-2023."
Deliberação CERH-MG,"45,00",23/07/2021,Estadual,Designa os membros da Câmara Normativa e Recursal do Conselho Estadual de Recursos Hídricos de Minas Gerais.
Deliberação CERH-MG,"456,00",23/07/2021,Estadual,"Altera a Deliberação CERH nº 427 de 17 de julho de 2019 que dispõe sobre a composição das Câmaras Técnicas do Conselho Estadual de Recursos Hídricos para o mandato 2018-2021, convalida os atos praticados sob a vigência da Deliberação CERH nº 422, de 16 de outubro de 2018, e dá outras providências."
Portaria IEF,"455,00",26/07/2021,Estadual,Constitui Comissão Julgadora do Edital nº 01/2021 de seleção pública para celebração de Termo de Parceria com o Instituto Estadual de Florestas.
Portaria ARSAE,"47,00",26/07/2021,Estadual,Autoriza a instauração de Processo Administrativo para a apuração de valores cobrados indevidamente pela Copasa no Município de São Roque de Minas.
Portaria IEF,"244,00",26/07/2021,Estadual,Constitui Comissão Julgadora do Edital nº 01/2021 de seleção pública para celebração de Termo de Parceria com o Instituto Estadual de Florestas.
Resolução ARSAE-MG,"47,00",27/07/2021,Estadual,"Atualiza a Tabela de Classificação das Regiões pelo critério da Receita de Referência constantes no Anexo da Resolução Normativa Arsae-MG nº 133, de 9 de dezembro de 2019."
Portaria IGAM,"157,00",19/02/2021,Estadual,"Dispõe sobre a recondução dos membros da Comissão de Ética no âmbito do Instituto Mineiro de Gestão das Águas – Igam, e altera a composição atual dos membros titulares."
Deliberação COPAM,"12,00",28/07/2021,Estadual,"Altera a Deliberação nº 1.562, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Unidade Regional Colegiada Triângulo Mineiro do Conselho Estadual de Política Ambiental."
Decreto Estadual,1.635,30/07/2021,Estadual,"Altera o Decreto nº 45.231, de 3 de dezembro de 2009, que dispõe sobre a Comissão Estadual de Prevenção, Preparação e Resposta Rápida a Emergências Ambientais com Produtos Perigosos – P2R2 Minas; o Decreto n° 47.760, de 20 de novembro de 2019, que contém o Estatuto da Fundação Estadual do Meio Ambiente e dá outra providência e o Decreto nº 47.866, de 19 de fevereiro de 2020, que estabelece o Regulamento do Instituto Mineiro de Gestão das Águas e dá outras providências."
Portaria IGAM,48.243,30/07/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 002/2015 Bacia Hidrográfica do Córrego das Lages, no Município de Unaí."
Portaria IGAM,"53,00",30/07/2021,Estadual,"Institui Comissão Gestora Local da DAC nº 008/2020 Bacia Hidrográfica do Rio Candonga, nos Municípios de Arco, Formiga e Pains."
Portaria IGAM,"58,00",30/07/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 002/2015 Bacia Hidrográfica do Ribeirão Tapiocanga/Soberbo, no Município de Unaí."
Portaria IGAM,"57,00",04/08/2021,Estadual,Dispõe sobre a designação de servidor para prestar apoio às Câmaras Técnicas Especializadas do Conselho Estadual de Recursos Hídricos - CERH/MG
Portaria ARSAE,"59,00",06/08/2021,Estadual,Autoriza a instauração de Processo Administrativo para a apuração de valores cobrados indevidamente pela Copasa no Município de Angelândia.
Portaria IEF,"245,00",06/08/2021,Estadual,Constitui a comissão de monitoramento e avaliação das parcerias celebradas pelo Instituto Estadual de Florestas com Organizações da Sociedade Civil.
Portaria IEF,"51,00",06/08/2021,Estadual,"Regulamenta o cancelamento da inscrição de imóvel rural no Sistema Nacional de Cadastro Ambiental Rural – SICAR, nas hipóteses em que não tenha sido iniciada ou concluída a análise do Cadastro Ambiental Rural – CAR, no Módulo de Análise, no âmbito do Estado de Minas Gerais."
Decreto Estadual,"50,00",09/08/2021,Estadual,"Regulamenta a Lei nº 14.086, de 6 de dezembro de 2001, que cria o Fundo Estadual de Defesa de Direitos Difusos e o Conselho Estadual de Defesa de Direitos Difusos e dá outras providências"
Portaria IEF,48.251,09/08/2021,Estadual,"Altera a Portaria IEF nº 28, de 13 de fevereiro de 2020, e revoga a Portaria IEF nº 19, de 30 de março de 2021."
Resolução Conjunta SEMAD/IGAM,"52,00",09/08/2021,Estadual,"Prorroga prazo para conclusão dos trabalhos do Grupo de Trabalho criado pela Resolução Conjunta Semad/Igam nº 3.066, de 7 de abril de 2021"
Deliberação CERH-MG,3.089,10/08/2021,Estadual,Designa os membros da Câmara Técnica Especializada de Planejamento do Conselho Estadual de Recursos Hídricos de Minas Gerais.
Deliberação Conjunta COPAM/CERH,"458,00",10/08/2021,Estadual,"Altera a Deliberação Conjunta Copam/CERH-MG n° 18, de 4 de fevereiro de 2021, e dá outras providências."
Deliberação CERH-MG,"22,00",10/08/2021,Estadual,Designa os membros da Câmara Técnica Especializada de Regulação Conselho Estadual de Recursos Hídricos de Minas Gerais.
ATO SEMAD/SECEX,"457,00",12/08/2021,Estadual,
ATO SEMAD/SECEX,"2,00",12/08/2021,Estadual,
Portaria IGAM,"1,00",16/08/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 009/2005, SubBacia Hidrográfica dos Córregos Pindaíba e Brejão, no Municípios de Monte Carmelo."
Portaria IGAM,"65,00",16/08/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 009/2005, SubBacia Hidrográfica do Médio Rio Bagagem, nos Municípios de Monte Carmelo, Romaria e Iraí de Minas."
Portaria IGAM,"62,00",16/08/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 009/2005, SubBacia Hidrográfica do Córrego Vereda, no Município de Romaria."
Portaria IGAM,"64,00",16/08/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 009/2005, SubBacia Hidrográfica do Córrego Paiol, no Município de Iraí de Minas."
Portaria IGAM,"63,00",16/08/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 009/2005, Sub- Bacia Hidrográfica do Alto Rio Bagagem, nos Municípios de Monte Carmelo e Iraí de Minas."
Resolução ARSAE-MG,"61,00",18/08/2021,Estadual,"Altera o Anexo II da Resolução Arsae-MG n° 154, de 28 de junho de 2021, e o Anexo II da Resolução Arsae-MG n° 155, de 28 de junho de 2021."
Portaria ARSAE,"158,00",20/08/2021,Estadual,Autoriza a instauração de Processo Administrativo para a apuração de valores cobrados indevidamente pela Copasa no Município de Ibirité.
Resolução Conjunta SEMAD/IEF/FEAM,"247,00",24/08/2021,Estadual,"Prorroga o prazo para conclusão dos trabalhos pelo Grupo de Trabalho a que se refere a Resolução conjunta Semad/Feam/IEF nº 3.062, de 29 de março de 2021, que dispõe sobre a criação de Grupo de Trabalho para análise e elaboração de proposta de revisão da Deliberação Normativa Copam nº 177, de 22 de agosto de 2012, e dá outras providências."
ATO SEMAD/SECEX,3.091,24/08/2021,Estadual,
Portaria ARSAE,"2,00",24/08/2021,Estadual,Aprova o Plano de Capacitação dos Servidores da Agência Reguladora de Serviços de Abastecimento de Água e de Esgotamento Sanitário de Minas Gerais - Arsae-MG (2021-2022)
Deliberação Normativa CERH-MG,"248,00",09/08/2021,Estadual,"Revoga a Deliberação Normativa CERH-MG nº 27, de 18 de dezembro de 2008."
Deliberação Normativa CERH-MG,"70,00",09/08/2021,Estadual,"Estabelece normas gerais para subsidiar a elaboração dos Regimentos Internos dos Comitêsde Bacias Hidrográficas, considerando suas competências, funções, composição e estrutura."
Portaria ARSAE,"69,00",24/08/2021,Estadual,Aprova o Plano de Capacitação dos Servidores da Agência Reguladora de Serviços de Abastecimento de Água e de Esgotamento Sanitário de Minas Gerais - Arsae-MG (2021-2022)
Portaria IGAM,"248,00",23/08/2021,Estadual,"Dispõe sobre delegação de competência de chefia imediata para fins de Avaliação de Desempenho Individual, Avaliação Especial de Desempenho e Avaliação Desempenho do Gestor Público dos servidores do Instituto Mineiro de Gestão das Águas."
Resolução SEMAD,"60,00",25/08/2021,Estadual,"Institui Comissão de Credenciamento para procedimentos relativos à Chamada Pública para o credenciamento de agricultores familiares rurais e/ou de organizações de agricultores familiares, no âmbito da Superintendência Regional do Meio Ambiente Leste Mineiro da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável."
Portaria IGAM,3.092,26/08/2021,Estadual,Prorroga o prazo para conclusão das atividades do Grupo de Trabalho que tem como fito revisar o processo e fluxo de análise de prestação de contas no âmbito dos Contratos de Gestão.
Resolução SEMAD,"66,00",23/08/2021,Estadual,"Delega competência de chefia imediata para fins de Avaliação de Desempenho Individual, Avaliação Especial de Desempenho e Avaliação de Desempenho do Gestor Público da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável."
Portaria IGAM,3.088,26/08/2021,Estadual,Institui a base hidrográfica ottocodificada IGAM 2021 como base hidrográfica oficial do IGAM.
Portaria IEF,"67,00",31/08/2021,Estadual,"Reconhece como Reserva Particular do Patrimônio Natural a RPPN “Unidade Avançada de Meio Ambiente – Sítio Córrego Seco”, de propriedade de João Batista Carvalho Neto e Aparecida Irani de Assis Carvalho, localizada no município de São João Del Rei/MG."
Portaria IEF,"55,00",31/08/2021,Estadual,"Constitui Comissão de Credenciamento para receber, examinar e julgar todos os documentos e procedimentos relativos à Chamada Pública, visando o credenciamento de agricultores familiares, empreendedores familiares rurais e, ou de organizações de agricultores familiares por procedimento de Chamada Pública no âmbito das unidades do IEF."
Portaria IGAM,"53,00",30/08/2021,Estadual,"Prorroga o prazo de situação crítica de escassez hídrica superficial na porção hidrográfica a montante da estação “São Pedro do Suaçuí” e sua bacia de contribuição, definida pela Portaria IGAM n.º 43, de 11 de junho de 2021."
Portaria ARSAE,"68,00",31/08/2021,Estadual,"Altera as Portarias Arsae-MG nº 219/2021 e nº 240/2021, da Agência Reguladora de Serviços de Abastecimento de Água e de Esgotamento Sanitário do Estado de Minas Gerais - Arsae-MG."
Portaria IEF,"250,00",31/08/2021,Estadual,Aprova o Regimento Interno do Conselho Consultivo do Parque Estadual do Rio Doce.
Portaria ARSAE,"54,00",31/08/2021,Estadual,"Designa servidores para exercerem função de pregoeiro e para integrarem as equipes de apoio dos Pregões, no âmbito da Agência Reguladora de Serviços de Abastecimento de Água e de Esgotamento Sanitário do Estado de Minas Gerais - Arsae-MG."
Deliberação COPAM,"249,00",02/09/2021,Estadual,"Altera a Deliberação nº 1.560, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Unidade Regional Colegiada Noroeste de Minas do Conselho Estadual de Política Ambiental."
Deliberação COPAM,1.637,02/09/2021,Estadual,"Altera a Deliberação Copam nº 1.546, de 28 de fevereiro de 2020, que estabelece a composição e designação dos membros do Plenário do Conselho Estadual de Política Ambiental."
Ordem de Serviço,1.636,30/08/2021,Estadual,"Dispõe a respeito da classificação de processos durante a geração no Sistema Eletrônico de Informações (SEI) no âmbito de determinadas atividades meio do Igam para o cumprimento da Lei Estadual n°. 19.420, de 11 de janeiro de 2011, que institui a Política Estadual de Arquivos no âmbito do estado de Minas Gerais."
Deliberação COPAM,"2,00",09/09/2021,Estadual,"Altera a Deliberação Copam nº 1.554, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Técnica Especializada de Proteção à Biodiversidade e de Áreas Protegidas do Conselho Estadual de Política Ambiental."
Deliberação COPAM,1.638,09/09/2021,Estadual,"Altera a Deliberação Copam nº 1.549, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Técnica Especializada de Atividades Agrossilvipastoris do Conselho Estadual de Política Ambiental."
Deliberação COPAM,1.639,10/09/2021,Estadual,"Altera a Deliberação nº 1.553, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Técnica Especializada de Atividades Minerárias do Conselho Estadual de Política Ambiental."
Deliberação COPAM,1.641,10/09/2021,Estadual,"Altera a Deliberação nº 1.548, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Normativa e Recursal do Conselho Estadual de Política Ambiental."
Portaria IEF,1.640,09/09/2021,Estadual,"Dispõe sobre a composição do Conselho Consultivo da Floresta Estadual do Uaimií e da Área de Proteção Ambiental Estadual Cachoeira das Andorinhas, para o biênio 2021-2023."
Portaria IEF,"56,00",09/09/2021,Estadual,"Reconhece como Reserva Particular do Patrimônio Natural a RPPN Fazenda Palmeiras, de propriedade de José Maria Quina, localizada no município de São João Nepomuceno/MG."
Resolução SEMAD,"57,00",23/08/2005,Estadual,"Altera a Resolução SEMAD nº 298, de 10 de dezembro de 2004 e dá outras providências."
Resolução SEMAD,"395,00",27/12/2005,Estadual,"Altera a Resolução SEMAD no. 298, de 10 de dezembro de 2004 e da outras providencias."
Portaria IEF,"440,00",09/09/2021,Estadual,"Dispõe sobre delegação de competência de chefia imediata para fins de Avaliação de Desempenho Individual, Avaliação Especial de Desempenho e Avaliação de Desempenho do Gestor Público dos servidores do Instituto Estadual de Florestas."
Resolução SEMAD,"58,00",17/08/2005,Estadual,"Altera a Resolução SEMAD nº 298, de 10 de dezembro de 2004 e dá outras providências."
Portaria IEF,"393,00",10/09/2021,Estadual,"Dispõe sobre a Recondução do Conselho Consultivo do Parque Estadual da Mata Seca, instituído pela Portaria IEF nº 113, de 12 de setembro de 2019."
Portaria IGAM,"59,00",14/04/2021,Estadual,"Revoga a Portaria Igam nº 38/2009, de 21 de dezembro de 2009."
Portaria IGAM,"37,00",14/09/2021,Estadual,"Estabelece condições complementares às estabelecidas na portaria de outorga nº 0107278/2021 da UHE Nova Ponte, na bacia hidrográfica do rio Araguari, e dá outras providências."
Resolução Conjunta SEMAD/IGAM,"69,00",13/09/2021,Estadual,"Altera a Resolução Conjunta Semad/Igam nº 2.895, de 22 de novembro de 2019, que designa membros para compor o Núcleo Estadual de Gestão do Programa Água Doce, instituído pelo Decreto nº 46.192, de 21 de março de 2013, e dá outras providências."
Resolução SEMAD,3.093,14/09/2021,Estadual,Credencia servidores para a prática das atividades relativas às ações de fiscalização e autuação no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável.
Deliberação CERH-MG,3.094,17/09/2021,Estadual,"Altera a Deliberação CERH nº 421, de 21 de setembro de 2018 que estabelece a composição do Conselho Estadual de Recursos Hídricos – CERH – para o triênio 2018 – 2021 e dá outras providências."
Portaria ARSAE,"459,00",17/09/2021,Estadual,Autoriza a instauração de Processo Administrativo para a apuração de valores cobrados indevidamente pela Copasa no Município de Cataguases.
Deliberação COPAM,"251,00",17/09/2021,Estadual,"Altera a Deliberação nº 1.556, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Unidade Regional Colegiada Central Metropolitana do Conselho Estadual de Política Ambiental."
Deliberação CERH-MG,1.642,20/09/2021,Estadual,Dispõe sobre a prorrogação de mandato dos atuais membros titulares e suplentes do Conselho Estadual de Recursos Hídricos de Minas Gerais.
Portaria IEF,"460,00",23/09/2021,Estadual,Designa representantes para o Comitê Executivo do Programa Bolsa Verde e dá outras providências.
Portaria IEF,"62,00",23/09/2021,Estadual,"Reconhece como Reserva Particular do Patrimônio Naturala RPPN “São Pedro do Campo Belo”, de propriedade de Maximiano José Lamas Dias, localizada no município de Rio Novo/MG."
Portaria IEF,"60,00",23/09/2021,Estadual,"Dispõe sobre a Recondução do Conselho Consultivo do Parque Estadual do Rio Preto, instituído pela Portaria nº 117,de 23 de setembro de 2019."
Portaria IGAM,"61,00",23/09/2021,Estadual,"Declara Situação Crítica de Escassez Hídrica Superficial na porção hidrográfica localizada a montante das coordenadas geográficas latitude -19,715329 e longitude -47,936703 e a sua bacia de contribuição."
Portaria IGAM,"72,00",23/09/2021,Estadual,Declara Situação Crítica de Escassez Hídrica Superficial na porção hidrográfica localizada à montante da estação Vila Matias Montante e a sua bacia de contribuição.
Portaria IEF,"71,00",23/09/2021,Estadual,"Dispõe sobre a autorização para realização de evento em Unidades de Conservação estaduais administradas pelo Instituto Estadual de Florestas e altera a Portaria IEF nº 34, de 28 de junho de 2018."
Portaria IGAM,"63,00",23/09/2021,Estadual,"Dispõe sobre a alteração do art. 1ª da Portaria Igam nº 12, de 19 de fevereiro de 2021, que trata da composição dos membros titulares da Comissão de Ética no âmbito do Instituto Mineiro de Gestão das Águas – Igam."
Deliberação CERH-MG,"70,00",27/09/2021,Estadual,"Altera a Deliberação CERH nº 421, de 21 de setembro de 2018 que estabelece a composição do Conselho Estadual de Recursos Hídricos - CERH - para o triênio 2018 - 2021."
Resolução SEMAD,"461,00",23/09/2021,Estadual,"Divulga dados cadastrais apurados no 2º trimestre de 2021, referentes aos sistemas de saneamento ambientais regularizados pelo órgão ambiental estadual e às unidades de conservação federais, estaduais, municipais e particulares e áreas de reserva indígena, situadas no Estado de Minas Gerais, conforme estabelece o art. 4º da Lei nº 18.030, de 12 de janeiro de 2009."
Portaria IGAM,3.095,28/09/2021,Estadual,Constitui a comissão de monitoramento e avaliação destinada a monitorar e avaliar as parcerias celebradas pelo Instituto Mineiro de Gestão das Águas com as organizações da sociedade civil.
Resolução SEMAD,"74,00",23/09/2021,Estadual,"Divulga dados cadastrais apurados no 2º trimestre de 2021, referentes aos sistemas de saneamento ambientais regularizados pelo órgão ambiental estadual e às unidades de conservação federais, estaduais, municipais e particulares, situadas no Estado de Minas Gerais, conforme estabelece os incisos I, II e III do art. 4° da Lei nº 18.030, de 12 de janeiro de 2009."
Portaria IEF,3.096,28/09/2021,Estadual,Designa representantes para o Comitê Executivo do Programa Bolsa Verde e dá outras providências.
Decreto Estadual,"64,00",11/05/2016,Estadual,"Altera o Decreto nº 45.113, de 5 de junho de 2009, que estabelece normas para a concessão de incentivo financeiro a proprietários e posseiros rurais, sob a denominação de Bolsa Verde, de que trata a Lei nº 17.727, de 13 de agosto de 2008, e dá outras providências."
Portaria IGAM,46.996,01/10/2021,Estadual,Declara Situação Crítica de Escassez Hídrica Superficial na porção hidrográfica localizada a montante da estação Ponte do Licínio Jusante e a jusante da estação Honório Bicalho Montante.
Portaria IGAM,"76,00",01/10/2021,Estadual,Declara Situação Crítica de Escassez Hídrica Superficial na porção hidrográfica localizada a montante da estação Fazenda Córrego do Ouro e a sua bacia de contribuição.
Deliberação CERH-MG,"77,00",28/09/2021,Estadual,"Aprova a metodologia de cobrança pelo uso de recursos hídricos na Bacia Hidrográfica dos Afluentes Mineiros do Alto Paranaíba, na forma da Deliberação do CBH PN1 nº 40, de 09 de setembro de 2021."
Deliberação CERH-MG,"463,00",28/09/2021,Estadual,"Aprova o Relatório Anual de Certificação do Alcance das Metas do período 2020 do Programa Nacional de Fortalecimento dos Comitês de Bacias Hidrográficas- PROCOMITES, para o Estado de Minas Gerais."
Portaria IGAM,"464,00",08/10/2021,Estadual,"Declara como Área de Restrição e Controle em Avaliação a área da Chapada do Batalha e suas imediações, localizada nos municípios de Guarda-Mor,Paracatu, Coromandel e Vazante."
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,"78,00",08/10/2021,Estadual,"Estabelece diretrizes para o retorno gradual e seguro das atividades presenciais no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável, da Fundação Estadual do Meio Ambiente, do Instituto Estadual de Florestas e do Instituto Mineiro de Gestão das Águas, observados os protocolos de biossegurança sanitário-epidemiológicos aplicáveis e demais medidas de enfrentamento da pandemia de Covid-19."
Portaria IEF,3.097,07/10/2021,Estadual,Credencia servidora para a prática de atividades relativas às ações de fiscalização e autuação no âmbito do Instituto Estadual de Florestas-IEF.
Portaria IEF,"67,00",07/10/2021,Estadual,"Dispõe sobre a recondução do Conselho Consultivo do Parque Estadual da Serra Negra, instituído pela Portaria IEF nº 121,de 30 de setembro de 2019."
Ato FEAM,"66,00",13/10/2021,Estadual,
Deliberação COPAM,"19,00",15/10/2021,Estadual,"Altera a Deliberação nº 1.553, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Técnica Especializada de Atividades Minerárias do Conselho Estadual de Política Ambiental."
Resolução ARSAE-MG,1.643,15/10/2021,Estadual,"Disciplina, no âmbito da Agência Reguladora de Serviços de Abastecimento de Água e Esgotamento Sanitário de Minas Gerais - ARSAE-MG, o disposto no artigo 10-B da nova redação da Lei Federal 11.445/2007 e no Decreto Federal 10.710, de 31 de maio de 2021, que a regulamentou."
Resolução ARSAE-MG,"160,00",15/10/2021,Estadual,Homologa a Tabela de Preços e Prazos de Serviços Não Tarifados da Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - Copanor.
Portaria IGAM,"159,00",13/10/2021,Estadual,"Institui Comissão Gestora Local em trecho da DAC nº 004/2009, Sub Bacia Hidrográfica do Alto Rio Claro, nos Municípios de Uberaba, Sacramento e Nova Ponte."
Deliberação COPAM,"73,00",15/10/2021,Estadual,"Altera a Deliberação Copam nº 1.554, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Técnica Especializada de Proteção à Biodiversidade e de Áreas Protegidas do Conselho Estadual de Política Ambiental."
Portaria IEF,1.644,20/10/2021,Estadual,"Dispõe sobre a composição do Conselho Consultivo do Parque Estadual Serra da Candonga, para o biênio 2021-2023."
Deliberação COPAM,"68,00",20/10/2021,Estadual,"Altera a Deliberação Copam nº 1.549, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Técnica Especializada de Atividades Agrossilvipastoris do Conselho Estadual de Política Ambiental."
Deliberação COPAM,1.646,20/10/2021,Estadual,"Altera a Deliberação nº 1.553, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Câmara Técnica Especializada de Atividades Minerárias do Conselho Estadual de Política Ambiental."
Portaria FEAM,1.645,07/07/2021,Estadual,Indica os membros para a composição do Núcleo de Inovação Tecnológica da Fundação Estadual de Meio Ambiente.
Deliberação COPAM,"681,00",22/10/2021,Estadual,"Altera a Deliberação Copam nº 1.557, que estabelece a composição e designação dos membros da Unidade Regional Colegiada Jequitinhonha do Conselho Estadual de Política Ambiental."
Deliberação COPAM,1.648,22/10/2021,Estadual,"Altera a Deliberação nº 1.556, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Unidade Regional Colegiada Central Metropolitana do Conselho Estadual de Política Ambiental."
Resolução SEMAD,1.647,25/10/2021,Estadual,"Institui, no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável – Semad, a Comissão Permanente de Licitação e designa servidores para a sua composição e dá outras providências."
Deliberação COPAM,3.100,26/10/2021,Estadual,"Altera a Deliberação Copam nº 1.559, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Unidade Regional Colegiada Norte de Minas do Conselho Estadual de Política Ambiental."
Resolução SEMAD,1.649,25/10/2021,Estadual,"Altera a Resolução Semad nº 2666, de 06 de agosto de 2018, que designa os Responsáveis Técnicos que atuarão junto ao SIAFI no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável – Semad."
Deliberação COPAM,3.101,26/10/2021,Estadual,"Altera a Deliberação nº 1.562, de 6 de abril de 2020, que estabelece a composição e designação dos membros da Unidade Regional Colegiada Triângulo Mineiro do Conselho Estadual de Política Ambiental."
Deliberação CERH-MG,1.650,26/10/2021,Estadual,"Altera a Deliberação CERH-MG nº 456, de 23 de julho de 2021, que designa os membros da Câmara Normativa e Recursal do Conselho Estadual de Recursos Hídricos de Minas Gerais."
Resolução SEMAD,"465,00",25/10/2021,Estadual,"Constitui a comissão de monitoramento e avaliação destinada a monitorar e avaliar as parcerias celebradas pelo Estado de Minas Gerais, por intermédio desta Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável,com as Organizações da Sociedade Civil."
Portaria IGAM,3.099,25/10/2021,Estadual,Estabelece normas suplementares para a Cobrança pelo Uso de Recursos Hídricos (CRH) de domínio do Estado de Minas Gerais e dá outras providências.
Resolução SEMAD,"79,00",26/10/2021,Estadual,"Institui Comissão de Credenciamento para procedimentos relativos à Chamada Pública para o credenciamento de agricultores familiares rurais e/ou de organizações de agricultores familiares, no âmbito da Supram Triângulo Mineiro da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável."
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,3.103,28/10/2021,Estadual,"Dispõe sobre a remoção de servidor público do Quadro de Pessoal da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável, da Fundação Estadual do Meio Ambiente, do Instituto Estadual de Florestas e do Instituto Mineiro de Gestão das Águas."
Portaria IEF,3.104,26/10/2021,Estadual,"Homologa a aprovação do Plano de Manejo do Parque Estadual Serra da Boa Esperança, aprovado pela Câmara de Proteção à Biodiversidade e de Áreas Protegidas do Conselho Estadual de Política Ambiental."
Portaria IEF,"70,00",26/10/2021,Estadual,"Dispõe sobre a composição do Conselho Consultivo do Parque Estadual Montezuma, para o biênio 2021-2023."
Portaria IEF,"72,00",26/10/2021,Estadual,"Dispõe sobre a composição do Conselho Consultivo da Estação Ecológica da Mata do Cedro, para o biênio 2021-2023."
Portaria IEF,"71,00",26/10/2021,Estadual,"Disciplina, no âmbito do Instituto Estadual de Florestas, as normas e procedimentos para a execução, monitoramento e fiscalização do contrato de concessão de uso de bem público para fins de exploração econômica de atividades de ecoturismo e visitação, bem como serviços de gestão e operação dos atrativos existentes e a serem implantados, na Rota de Grutas Peter Lund."
Portaria IEF,"69,00",26/10/2021,Estadual,"Altera a Portaria IEF nº 28, de 13 de fevereiro de 2020."
Resolução Conjunta SEMAD/IEF,"73,00",26/10/2021,Estadual,Dispõe sobre os processos de autorização para intervenção ambiental no âmbito do Estado de Minas Gerais e dá outras providências.
Portaria IEF,3.102,04/11/2021,Estadual,"Constitui Comissão Especial de Licitação para julgamento do procedimento licitatório relativo ao Processo SEI nº 2101.01.0010835/2021-19 -Tomada de Preços nº 20/2021 - Contratação de empresa especializada para elaboração de estudos de viabilidade, levantamentos, investigações, dados, informações técnicas, projetos ou pareceres para subsidiar propostas de delegações de serviços, inclusive de concessão, e/ou de fomento público na Área de Proteção Ambiental Estadual Parque Fernão Dias e no Parque Estadual da Serra do Papagaio - PESP."
Resolução Conjunta SEMAD/IEF/FEAM,"74,00",19/10/2021,Estadual,"Altera a Resolução nº 3.062, de 29 de março de 2021, que dispõe sobre a criação de Grupo de Trabalho para análise e elaboração de proposta de revisão da Deliberação Normativa Copam nº 177, de 22 de agosto de 2012, e dá outras providências."
